Contrast,Homogeneity,Energy,Correlation,Label
778.5916095890411,0.06072084591827628,0.011503098940102773,0.7328068005461721,0
1008.0297822896283,0.06272751098441944,0.011886640836755337,0.7308223687073385,0
792.627221950424,0.053772667717224755,0.013205727966047753,0.39299495057757783,0
1267.5610526744945,0.17103369478359287,0.09956602043691029,0.7586986555934807,0
486.6823018590999,0.06932056547898126,0.016316114967081147,0.8700679361414109,0
1023.7777030332682,0.08819162752649443,0.016221692024150355,0.8788576837557418,0
874.8625244618394,0.049101545770745686,0.010109167387298614,0.6530646726476549,0
644.2891389432485,0.071644953401552,0.012198362571849473,0.8359998744173991,0
1201.8437907697325,0.05273923891571421,0.00894735415168838,0.7311187647479805,0
600.2889350945858,0.08611668810799279,0.016895611232645984,0.8051359179600351,0
1346.853412426614,0.051056591327726324,0.008386496012554239,0.8168910089392594,0
2969.8753261578604,0.03237579685471457,0.006647623349827,0.6206710180143051,0
1421.9361953685589,0.05084706655139727,0.008262549845995943,0.7750929076079283,0
1727.5029965753424,0.04296110598024945,0.007669181158495203,0.7305765587929226,0
749.8239562948469,0.08218693743980168,0.016331814952098254,0.8978057968439589,0
472.0757501630789,0.0775933685280795,0.012210313692161507,0.8547605983877109,0
761.9526867253751,0.1283410617183386,0.04062275007404968,0.8432736035930712,0
840.0009377038486,0.0656946754298465,0.009146991835677671,0.8401341108859837,0
621.4715631115458,0.07818461797098719,0.009963383614843242,0.8815503282404202,0
2735.8130503913894,0.027095086353241413,0.006303408072762498,0.5835791135332579,0
519.0056669928246,0.08408386103318288,0.011452077449961701,0.8767044581214111,0
563.2078440965427,0.08682592377605308,0.01184082642756375,0.8860639672246171,0
765.7868966079582,0.06964626192314034,0.010225159463026273,0.8551109915574098,0
482.1644039465101,0.08038891133512568,0.012199248241530998,0.8705851952697925,0
592.1732917482061,0.08459944336224176,0.012765793630839104,0.8603666371382978,0
2729.530556914547,0.038848412278834614,0.007109147222470722,0.620918814806512,0
612.9060053816047,0.18078434564266402,0.05380253064353382,0.921238265399978,0
701.7137149380302,0.08374488896297032,0.011227805956920923,0.8820892265768967,0
917.0690027723418,0.05068640256245888,0.01003142562627707,0.7444420894155013,0
831.5920376712328,0.09198847080407087,0.012513103672457906,0.8847779052268071,0
2038.3749796151342,0.033754226672381454,0.0071281916283294075,0.6581753665502531,0
4193.842037671233,0.025241122641911303,0.005932398866180801,0.41809532707106994,0
489.0456621004567,0.0929043460116404,0.012710981690502941,0.8879784721468456,0
463.6852168949771,0.096685159929888,0.014842877518248976,0.8976439774285863,0
515.6656066536204,0.09514245490060978,0.014198414225647752,0.8490263347117201,0
1553.6561684605351,0.0635248964167496,0.01610861740126631,0.5740379253388483,0
1037.1844218851923,0.08090345659961068,0.014195684830113004,0.8825057176470448,0
818.1137271689496,0.2888152012169794,0.19710982402890856,0.8930380013690616,0
546.8589367253751,0.07800249498880762,0.012484411747910925,0.8425377919849056,0
619.7395221787344,0.08739702120227232,0.013878583760500548,0.9175918208274836,0
1170.6844830397913,0.08796473944995815,0.015651774582245013,0.8729630220542175,0
2095.3129892367906,0.056404441086172305,0.010560757670531488,0.8246009024722576,0
932.771098336595,0.055335927413999064,0.010077507652165496,0.758483191799106,0
848.4034572733204,0.0822042117432092,0.016677860621741987,0.8997814703661579,0
1177.6996086105676,0.09614586120261029,0.023615667425539652,0.7653389224195921,0
982.6981816699283,0.05506779736901493,0.010516931633854774,0.5122147070710066,0
4564.637292074365,0.025934317553839934,0.005810509377468973,0.4464251892989231,0
1230.0985404435748,0.058184400665748114,0.00894587946205659,0.775528933792634,0
2360.2575831702547,0.04056634868557834,0.007092820409639257,0.6109198204691513,0
4752.927246412263,0.02401093074187348,0.005726025117954028,0.41592622385510175,0
494.82397667971304,0.09994618694052906,0.01984450241760705,0.9321751957930178,0
1213.681282615786,0.054436123708457546,0.011700602492970015,0.5989598557998688,0
4225.123267286367,0.022203095570880686,0.006074074468508612,0.3754284108101516,0
4239.546375570776,0.025652857275917575,0.0064514961835775665,0.42919034746482976,0
1163.247411121983,0.08651104315409097,0.02201368778351532,0.7572022602180203,0
611.2486749836922,0.0755397054787151,0.011146365844812236,0.8679427838353299,0
861.6342954990214,0.053262406270432314,0.010494276856679259,0.5880920668301564,0
2877.671130952381,0.0313355981475482,0.006455246992933541,0.5657730582827497,0
905.7910143509458,0.0734327385739775,0.016629584846227903,0.7016445408913313,0
912.1998124592302,0.0850933012607578,0.011736408621409388,0.8523476631863478,0
515.7499388454012,0.0819790152231085,0.011865953440532076,0.8640471819520908,0
938.9952707110241,0.07953658923746872,0.0101497700557055,0.8290475767311728,0
1884.6280984996743,0.04735323192480084,0.007577757017058869,0.6919464326055527,0
947.9334434116115,0.06045631253426808,0.0109036361196333,0.8009327634083099,0
1302.9474681996087,0.050132092180902414,0.008882318064982178,0.6101234287545939,0
372.0067881604696,0.09190753730558511,0.012498724384816046,0.8880681359255673,0
2111.5050758317025,0.0357434597812593,0.007128832851960604,0.6138646796526438,0
452.66175391389436,0.11398964788418867,0.01270123584709601,0.8908165092323367,0
533.9761904761906,0.0845821851480334,0.01201154785580538,0.8382396420772183,0
3414.746024951077,0.0261405041819807,0.006575280734506998,0.36578249767591736,0
5217.688825016308,0.021714009665824915,0.005647215056109338,0.3580767433070201,0
1518.211126060013,0.05474503892648545,0.008285927846613635,0.7149044786989996,0
661.091752283105,0.06969459887826396,0.013087187342737637,0.6344127065561819,0
1810.2185053816045,0.04265607413454267,0.008301622602034495,0.6834920102382338,0
2806.082436399217,0.08995056187520122,0.03797195035011529,0.689145343831235,0
397.0295580560992,0.07617776930044723,0.01727842597801096,0.6564658638028718,0
3197.2056629158524,0.029820369727968345,0.006608832122206029,0.4608779457227447,0
1323.0928734507502,0.06461264144742794,0.010859328414984236,0.7447995924117427,0
374.94816128506193,0.07470106760664565,0.016507701965298712,0.6027936681591496,0
2286.199914383562,0.03707266851669634,0.007206922371013784,0.5327445805189316,0
1067.0636619373777,0.05818784822908518,0.012155184838046161,0.47744102871298566,0
1068.2060298434444,0.06715270153215941,0.009532666190448055,0.7180817276396781,0
3800.722439660796,0.02512581236518431,0.0065385074252035285,0.24656863572706636,0
365.95448059360734,0.11555674691325356,0.01608945870232342,0.8824557383086439,0
1416.0678816046968,0.058189580016449215,0.008708907779421505,0.6604692999389822,0
2129.680263372473,0.046457937860632,0.007590386461041758,0.5957665135761651,0
2625.497248043053,0.054628537139514016,0.0100445484823186,0.5521011016734118,0
1860.6680324527065,0.046446362239672974,0.007886941379762532,0.6040336572177177,0
1534.1189864644487,0.05942739338048546,0.008580479118476852,0.7296704845755528,0
1660.706722928898,0.05047467132523996,0.008015141743752728,0.6675553322911765,0
1334.1921273646449,0.052651547441817124,0.008704242419552378,0.6924351563474853,0
1653.3489277560338,0.049496283868299636,0.008064836385509856,0.6997069475262148,0
2893.626814253098,0.029429572651255807,0.00624981516384139,0.605838852796248,0
1336.4333414872797,0.05938831963787737,0.010577133340638636,0.6214972777758582,0
1277.3915321265495,0.04891657836071818,0.009052739865629546,0.6486916652843221,0
1641.0281515003262,0.051997515893512106,0.009388287730380274,0.566712526088181,0
741.0266837899542,0.08051171665058117,0.010316736314259594,0.818694971224414,0
