mean_r,mean_g,mean_b,std_r,std_g,std_b,hist_mean,hist_std,lbp_mean,lbp_std,glcm_contrast,glcm_energy,glcm_homogeneity,label
101.46954345703125,120.47882080078125,134.35821533203125,37.47737989827485,38.95917635853292,39.02294765881902,64.0,70.608406,0.09999999999389649,0.04954433983902045,350.4862225099283,0.014483476122571847,0.09069898589711209,healthy
139.138671875,161.4710693359375,165.79730224609375,48.29578622795895,43.644859912774834,40.54021037529166,64.0,71.88413,0.09999999999389649,0.030615312248829792,559.6647106561288,0.014513650447176514,0.08287884813730956,healthy
77.0244140625,93.496826171875,104.6597900390625,22.606602707722413,24.709081047580007,25.747641054624623,64.0,94.15786,0.09999999999389649,0.032578931288794084,472.8891394227804,0.0155255475499117,0.06860666788609004,healthy
169.5283203125,185.51239013671875,192.99334716796875,56.923904144032164,51.25136090799943,47.979873427090965,64.0,153.46483,0.09999999999389649,0.03316362162567477,689.6955499701781,0.11879868997746923,0.20291492273264722,healthy
172.73699951171875,183.52789306640625,181.40447998046875,50.92324003023332,43.2745589740522,41.23160434927231,64.0,93.401726,0.09999999999389649,0.04448677652758101,285.2921095813996,0.019160351639074265,0.09788251280446017,healthy
140.24285888671875,158.641845703125,166.5211181640625,72.5598952249066,65.67945394727434,60.34326383737115,64.0,56.717915,0.09999999999389649,0.034415593885085624,564.8634267045925,0.019127037210041442,0.11589670579595995,healthy
80.18133544921875,101.1885986328125,111.8702392578125,35.201601176154085,35.54931072546557,34.481751968112235,64.0,67.37906,0.09999999999389649,0.027955370210362967,535.3705311367921,0.012213191417227702,0.06283810096659488,healthy
98.11553955078125,124.40869140625,128.580078125,47.8688981886548,45.52251533031232,41.64217643209477,64.0,66.57104,0.09999999999389647,0.025881730409805098,346.94273133257144,0.014669869423269756,0.09547802909737402,healthy
84.38323974609375,101.6336669921875,112.90789794921875,48.92052796624575,48.38856857442752,47.40211569527275,64.0,50.538353,0.09999999999389649,0.05346980116625503,533.0625993845892,0.011634045730729183,0.07883797241937046,healthy
100.154296875,118.7552490234375,128.6697998046875,45.28768443428829,41.374820433505015,36.42790029605677,64.0,91.98391,0.0999999999938965,0.06037758694734436,232.7519831995785,0.02075757717223129,0.1317338494216281,healthy
69.81817626953125,94.6343994140625,99.75897216796875,60.38757943641749,61.64397371512685,57.91985449519312,64.0,36.659008,0.09999999999389649,0.0356823362744992,884.3894975126948,0.010536660771944383,0.06881734026484626,healthy
97.4329833984375,125.2362060546875,130.92706298828125,61.822999582111855,62.6396622576656,59.19802152073721,64.0,29.031368,0.09999999999389649,0.037491151637692566,1806.743404297885,0.008801020858977167,0.044871394216790754,healthy
104.93511962890625,129.96142578125,134.87127685546875,58.1405998220379,56.63850837698917,53.018182779631424,64.0,39.003006,0.09999999999389649,0.03667424934320876,800.9427193991007,0.010626317400807234,0.06946764092241317,healthy
99.67413330078125,124.2464599609375,129.48236083984375,57.691553807455726,57.48015367134472,54.7089706191204,64.0,34.03112,0.09999999999389649,0.06754445686691268,727.0947102624568,0.010443520344522186,0.07293143254449065,healthy
154.18011474609375,166.737548828125,164.7725830078125,68.39097460776044,63.03864832671259,56.31744797618875,64.0,76.97884,0.09999999999389647,0.04785639057033509,247.90172664204022,0.019963339735326872,0.1300066931859159,healthy
144.5721435546875,162.40380859375,165.6873779296875,45.22589158786029,41.781714834111206,38.017057705993516,64.0,62.588936,0.09999999999389649,0.08011936985908592,213.54859768361806,0.01541619838674394,0.11445569310315062,healthy
176.9615478515625,191.93536376953125,198.77703857421875,52.29732653064201,49.95074389646319,47.086412911565,64.0,91.127914,0.09999999999389647,0.04106882550346679,363.82811846478296,0.050183783996577865,0.16286237911462936,healthy
124.07733154296875,138.6982421875,144.3804931640625,54.202636869094576,52.23011809452385,48.22952706191679,64.0,40.873184,0.09999999999389649,0.039290935148468445,407.05377348498394,0.011734516309958535,0.0905123777159974,healthy
117.47674560546875,132.3511962890625,138.04583740234375,54.231284090245225,52.477640802663984,48.30621357069932,64.0,41.276886,0.09999999999389647,0.07112629847088783,237.40624067529797,0.013032809877394145,0.11619758379679618,healthy
118.463134765625,133.14910888671875,138.661865234375,59.79956436937475,57.751375376249655,55.81824684191788,64.0,29.819902,0.09999999999389647,0.0680522022682574,1058.6010886449494,0.008989550367388063,0.05047622357791372,healthy
79.410400390625,94.605224609375,97.7225341796875,46.77271161679772,46.723957559352186,43.71004218837112,64.0,53.560493,0.0999999999938965,0.04588925046208957,237.59616389438435,0.014775430177542025,0.122618786167938,healthy
147.05029296875,163.27215576171875,166.0953369140625,52.54299564657245,50.18127020109465,47.28704259309248,64.0,53.509785,0.09999999999389649,0.04847040903976278,255.75610960902458,0.015310144065533498,0.1293651135408379,healthy
113.07586669921875,130.250244140625,133.80908203125,53.17671810339423,52.13856121307993,49.05356631977519,64.0,47.71006,0.09999999999389649,0.041689202847539304,350.31480577091736,0.013373023184659525,0.10736248585190358,healthy
88.25799560546875,102.8536376953125,105.97320556640625,44.66405802634642,43.801328026269125,41.33058773767828,64.0,60.199863,0.09999999999389649,0.04778864246320567,218.19646526292195,0.015873917209467864,0.12791898039860455,healthy
155.535400390625,171.883544921875,170.47137451171875,51.665843093048125,48.068682680317224,44.00498557864476,64.0,65.640175,0.09999999999389649,0.04682922671253782,238.49442284752473,0.015500708277611198,0.11933983835411949,healthy
92.8253173828125,115.5323486328125,119.62359619140625,58.45571660960652,59.870897305710685,58.90458889697894,64.0,32.28934,0.0999999999938965,0.024922608748881744,1494.142280435372,0.009439513083419292,0.05652116583723367,healthy
167.12554931640625,194.31817626953125,195.34521484375,68.5301130033218,61.88401841390807,61.73421852480118,64.0,125.81658,0.09999999999389649,0.040702864411123606,389.91254960597234,0.06710636545671578,0.23077943916648044,healthy
104.08099365234375,130.65673828125,135.08251953125,54.61513936036874,55.46321467544618,53.56424709172644,64.0,47.2519,0.09999999999389649,0.07317359356693168,248.4956142346278,0.01477582155657128,0.13203510801165444,healthy
96.8021240234375,129.87982177734375,137.7308349609375,40.60493982345805,43.02424425618529,42.09744945215873,64.0,59.67948,0.09999999999389649,0.02198867552854569,532.8410014095739,0.012211558316643983,0.06850998063063078,healthy
117.81243896484375,146.23321533203125,145.15533447265625,64.23152655033972,59.18118855574484,60.17076107131123,64.0,52.271004,0.09999999999389649,0.03265535097647489,351.60072839690946,0.01582806136918847,0.13963304309288466,healthy
114.5489501953125,136.87017822265625,144.2850341796875,52.86032917749736,55.41502838064076,53.37685068557492,64.0,36.576332,0.09999999999389649,0.06067806428283559,918.6669411061282,0.00961823138420606,0.05492051646166208,healthy
104.6864013671875,129.7396240234375,135.302978515625,58.72839879345265,59.41937241850204,58.861296473776015,64.0,28.374174,0.09999999999389649,0.02738890597607981,2166.682634070431,0.008186323560838482,0.03827551844857449,healthy
138.6429443359375,167.57275390625,168.77880859375,49.2325930584666,47.129974039488665,46.48751854020457,64.0,61.950333,0.0999999999938965,0.06511137209993803,239.9939368060346,0.016178302266739733,0.14232886019949884,healthy
119.7127685546875,146.27447509765625,145.68756103515625,52.150708804012304,47.54349024514605,46.70408137778181,64.0,62.89581,0.09999999999389649,0.08147435390424777,170.53378422383622,0.01981494467257261,0.1619734577590253,healthy
151.59881591796875,177.16387939453125,179.0430908203125,44.40418550646415,41.32511876458832,40.28243608389492,64.0,71.73622,0.09999999999389647,0.07931000924431097,149.42394234883085,0.01908498610588715,0.1654777044836099,healthy
142.1046142578125,160.70709228515625,171.969970703125,42.72457375260094,41.13602071999738,40.13315789829859,64.0,72.6792,0.09999999999389649,0.04269095004779258,889.969190818759,0.020041288928859834,0.08124096675849514,healthy
128.75531005859375,140.77740478515625,146.63720703125,72.55709970199061,67.3454362803903,61.56311843290348,64.0,60.601284,0.09999999999389649,0.027949852764581326,487.41157016222235,0.017066012883662073,0.10768774347228771,healthy
173.57598876953125,186.23773193359375,193.858642578125,68.2057673251319,62.36951272701346,57.6779095369105,64.0,260.40533,0.09999999999389649,0.07008704597139152,261.2721789283427,0.22507149631755496,0.3464903688622095,healthy
79.2115478515625,97.3294677734375,106.63238525390625,39.96069294825775,42.48769606835847,42.03578104671124,64.0,67.84225,0.09999999999389649,0.10410830205112351,176.8080647523519,0.01733161581267011,0.1429761150729535,healthy
132.63214111328125,144.9083251953125,150.62353515625,66.3793226262511,62.31955313665255,57.89255646071745,64.0,62.07883,0.09999999999389649,0.03550957199908979,300.0961810796471,0.01673173317971105,0.12026263741891867,healthy
115.02587890625,126.2589111328125,130.60223388671875,75.08536118359739,69.10329310782242,64.66257670071737,64.0,70.74514,0.09999999999389649,0.042461480465381965,460.532226103634,0.019846841801244512,0.13122369898873537,healthy
101.62042236328125,112.34100341796875,116.17938232421875,82.8997588653839,77.8876808832318,73.3946034104329,64.0,59.09969,0.09999999999389649,0.03481085117749932,1038.3137656216854,0.013626653601327837,0.07583813945084991,healthy
87.75909423828125,102.040283203125,115.63494873046875,47.5818503165933,45.888253134119694,41.796559306895496,64.0,59.39447,0.09999999999389649,0.043069099806513175,428.7368074981926,0.012872733735999736,0.08536292819059033,healthy
